観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),21日の最大値(m/s),21日の最大値の品質情報,21日の最大値観測時の風向,21日の最大値観測時の風向の品質情報,21日の最大値起時（時）,21日の最大値起時（分）,21日の最大値起時の品質情報,極値更新,10年未満での極値更新,20日までの観測史上1位の値(m/s),20日までの観測史上1位の値の品質情報,20日までの観測史上1位の値観測時の風向,20日までの観測史上1位の値観測時の風向の品質情報,20日までの観測史上1位の値観測時の年,20日までの観測史上1位の値観測時の月,20日までの観測史上1位の値観測時の日,20日までの2月の1位の値（m/s）,20日までの2月の1位の値の品質情報,20日までの2月の1位の値観測時の風向,20日までの2月の1位の値観測時の風向の品質情報,20日までの2月の1位の値観測時の年,20日までの2月の1位の値観測時の月,20日までの2月の1位の値観測時の日,統計開始年
57051,福井県,越廼（コシノ）,,2024,02,21,09,00,5.5,4,北北西,4,04,52,4,,,29.6,8,北西,8,2011,01,15,25.4,8,西南西,8,2022,02,16,2008
57066,福井県,福井（フクイ）,47616,2024,02,21,09,00,5.1,4,北西,4,02,09,4,,,48.8,8,南南東,8,1991,09,27,26.8,8,北西,8,1991,02,16,1940
57082,福井県,勝山（カツヤマ）,,2024,02,21,09,00,5.2,4,北,4,03,37,4,,,38.9,8,南東,8,2018,09,04,22.8,8,北西,8,2016,02,09,2009
57121,福井県,大野（オオノ）,,2024,02,21,09,00,3.5,4,北北西,4,03,38,4,,,31.5,8,東南東,8,2018,09,04,16.2,8,北西,8,2010,02,06,2008
57206,福井県,今庄（イマジョウ）,,2024,02,21,09,00,4.0,4,北,4,06,41,4,,,36.8,8,北,8,2017,10,23,21.7,8,北北東,8,2022,02,20,2008
57248,福井県,敦賀（ツルガ）,47631,2024,02,21,09,00,5.5,4,西,4,03,02,4,,,47.9,8,東南東,8,2018,09,04,36.9,8,北北西,8,2000,02,08,1909
57286,福井県,美浜（ミハマ）,,2024,02,21,09,00,6.8,4,南西,4,02,57,4,,,35.4,8,東南東,8,2016,04,07,24.2,8,北西,8,2010,02,06,2009
57317,福井県,小浜（オバマ）,,2024,02,21,09,00,6.1,4,西南西,4,04,56,4,,,38.8,8,北,8,2017,10,23,28.7,8,北北西,8,2014,02,15,2008
60051,滋賀県,今津（イマヅ）,,2024,02,21,09,00,6.9,4,西南西,4,01,29,4,,,35.9,8,南,8,2018,09,04,24.3,8,西北西,8,2010,02,06,2009
60061,滋賀県,長浜（ナガハマ）,,2024,02,21,09,00,4.5,4,西北西,4,03,58,4,,,33.6,8,南東,8,2018,09,04,21.4,8,南南東,8,2018,02,28,2009
60102,滋賀県,米原（マイバラ）,,2024,02,21,09,00,4.9,4,西南西,4,05,41,4,,,32.2,8,東,8,2018,09,04,22.4,8,西北西,8,2010,02,06,2008
60116,滋賀県,南小松（ミナミコマツ）,,2024,02,21,09,00,2.3,4,南西,4,04,00,4,,,44.2,8,北北東,8,2017,10,23,26.6,8,北,8,2014,02,15,2009
60131,滋賀県,彦根（ヒコネ）,47761,2024,02,21,09,00,6.6,4,北西,4,04,43,4,,,46.2,8,南東,8,2018,09,04,28.3,8,北西,8,2000,02,09,1920
60196,滋賀県,東近江（ヒガシオウミ）,,2024,02,21,09,00,6.1,4,北,4,01,26,4,,,32.2,8,南東,8,2018,08,23,22.5,8,北北西,8,2024,02,15,2008
60216,滋賀県,大津（オオツ）,,2024,02,21,09,00,3.8,4,東,4,00,53,4,,,31.3,8,南南東,8,2018,09,04,17.6,8,西,8,2012,02,02,2008
60226,滋賀県,信楽（シガラキ）,,2024,02,21,09,00,4.8,4,北東,4,01,44,4,,,33.0,8,南,8,2018,09,04,18.1,8,西北西,8,2021,02,17,2008
60236,滋賀県,土山（ツチヤマ）,,2024,02,21,09,00,4.2,4,西,4,02,13,4,,,33.2,8,東南東,8,2018,09,04,21.2,8,東,8,2018,02,28,2009
61001,京都府,間人（タイザ）,,2024,02,21,09,00,13.5,4,東北東,4,05,48,4,,,37.6,8,西南西,8,2021,08,09,26.6,8,西,8,2022,02,01,2009
61076,京都府,宮津（ミヤヅ）,,2024,02,21,09,00,4.8,4,北,4,06,23,4,,,32.1,8,東南東,8,2018,08,24,20.4,8,南西,8,2009,02,13,2008
61111,京都府,舞鶴（マイヅル）,47750,2024,02,21,09,00,8.8,4,北,4,00,20,4,,,51.9,8,北,8,2004,10,20,28.6,8,南南東,8,1951,02,22,1947
61187,京都府,福知山（フクチヤマ）,,2024,02,21,09,00,5.7,4,北北西,4,00,01,4,,,25.7,8,北北西,8,2017,10,23,18.7,8,北北西,8,2014,02,15,2008
61206,京都府,美山（ミヤマ）,,2024,02,21,09,00,7.2,4,北東,4,00,09,4,,,28.1,8,北東,8,2018,09,04,16.0,8,西,8,2021,02,17,2008
61242,京都府,園部（ソノベ）,,2024,02,21,09,00,7.0,4,北西,4,01,33,4,,,27.1,8,東南東,8,2018,09,04,19.5,8,西,8,2021,02,17,2008
61286,京都府,京都（キョウト）,47759,2024,02,21,09,00,5.1,4,西,4,03,14,4,,,42.1,8,南,8,1934,09,21,32.1,8,西南西,8,1998,02,08,1915
61326,京都府,京田辺（キョウタナベ）,,2024,02,21,09,00,5.9,4,北,4,02,15,4,,,34.4,8,南南西,8,2018,09,04,16.7,8,南西,8,2021,02,17,2009
62016,大阪府,能勢（ノセ）,,2024,02,21,09,00,5.2,4,北東,4,04,15,4,,,31.6,8,南南西,8,2018,09,04,20.5,8,南南西,8,2016,02,14,2009
62046,大阪府,枚方（ヒラカタ）,,2024,02,21,09,00,6.0,4,北東,4,03,09,4,,,40.2,8,南南西,8,2018,09,04,17.6,8,西,8,2020,02,17,2009
62051,大阪府,豊中（トヨナカ）,,2024,02,21,09,00,8.2,4,北北西,4,01,50,4,,,38.1,8,南,8,2018,09,04,20.1,8,北北西,8,2024,02,16,2009
62078,大阪府,大阪（オオサカ）,47772,2024,02,21,09,00,8.7,4,北,4,07,26,4,,,60.0,4,南,4,1934,09,21,30.1,8,西,8,1983,02,18,1934
62081,大阪府,生駒山（イコマヤマ）,,2024,02,21,09,00,7.3,4,北東,4,02,11,4,,,35.2,8,西南西,8,2018,09,04,21.5,8,南西,8,2017,02,20,2009
62091,大阪府,堺（サカイ）,,2024,02,21,09,00,7.2,4,北北東,4,01,48,4,,,43.6,8,南,8,2018,09,04,17.2,8,西南西,8,2021,02,17,2008
62096,大阪府,八尾（ヤオ）,,2024,02,21,09,00,6.7,4,北北東,4,02,03,4,,,35.5,8,南,8,2018,09,04,20.1,8,西北西,8,2020,02,17,2009
62101,大阪府,関空島（カンクウジマ）,,2024,02,21,09,00,8.7,4,北東,4,02,23,4,,,58.1,8,南南西,8,2018,09,04,26.7,8,南南西,8,2016,02,13,2009
62131,大阪府,熊取（クマトリ）,,2024,02,21,09,00,7.0,4,北東,4,03,34,4,,,51.2,8,南,8,2018,09,04,24.7,8,南,8,2017,02,20,2008
63016,兵庫県,香住（カスミ）,,2024,02,21,09,00,5.1,4,北東,4,06,39,4,,,27.5,8,北西,8,2022,06,24,18.2,8,北,8,2022,02,20,2009
63051,兵庫県,豊岡（トヨオカ）,47747,2024,02,21,09,00,4.1,4,北北西,4,01,01,4,,,43.6,8,北,8,1961,09,16,24.5,8,北,8,1960,02,21,1941
63071,兵庫県,兎和野高原（ウワノコウゲン）,,2024,02,21,09,00,3.8,4,北,4,03,45,4,,,33.4,8,東,8,2022,02,20,33.4,8,東,8,2022,02,20,2009
63121,兵庫県,和田山（ワダヤマ）,,2024,02,21,09,00,4.7,4,北北西,4,04,11,4,,,29.7,8,南西,8,2016,04,17,20.0,8,南西,8,2010,02,26,2008
63201,兵庫県,生野（イクノ）,,2024,02,21,09,00,6.6,4,東北東,4,05,13,4,,,24.5,8,南南西,8,2020,09,07,15.6,8,北,8,2009,02,20,2009
63216,兵庫県,柏原（カイバラ）,,2024,02,21,09,00,7.2,4,北,4,03,16,4,,,28.3,8,南,8,2018,08,24,20.9,8,南南西,8,2017,02,23,2008
63251,兵庫県,一宮（イチノミヤ）,,2024,02,21,09,00,10.3,4,北西,4,04,35,4,,,27.1,8,南南東,8,2022,09,19,15.6,8,北西,8,2021,02,27,2009
63321,兵庫県,福崎（フクサキ）,,2024,02,21,09,00,8.6,4,北北東,4,02,36,4,,,22.7,8,北北西,8,2017,10,22,17.2,8,西,8,2021,02,17,2008
63331,兵庫県,西脇（ニシワキ）,,2024,02,21,09,00,6.4,4,北北東,4,01,13,4,,,25.5,8,北東,8,2017,10,22,15.1,8,南東,8,2017,02,23,2009
63366,兵庫県,上郡（カミゴオリ）,,2024,02,21,09,00,5.6,4,北北西,4,00,38,4,,,29.3,8,西,8,2012,04,03,20.0,8,西,8,2018,02,11,2008
63383,兵庫県,姫路（ヒメジ）,47769,2024,02,21,09,00,7.3,4,北東,4,00,05,4,,,46.8,8,南東,8,1965,09,10,29.2,8,西南西,8,2000,02,08,1951
63411,兵庫県,三田（サンダ）,,2024,02,21,09,00,5.6,4,北北東,4,00,11,4,,,39.6,8,北西,8,2017,10,23,20.8,8,北北西,8,2024,02,15,2008
63461,兵庫県,三木（ミキ）,,2024,02,21,09,00,9.5,4,北東,4,01,55,4,,,38.1,8,南南西,8,2018,08,23,18.2,8,北西,8,2016,02,09,2008
63491,兵庫県,家島（イエシマ）,,2024,02,21,09,00,6.8,4,東北東,4,05,35,4,,,33.7,8,南南東,8,2022,09,19,24.8,8,西南西,8,2016,02,09,2008
63496,兵庫県,明石（アカシ）,,2024,02,21,09,00,12.5,4,北東,4,00,25,4,,,39.3,8,南東,8,2018,08,23,28.0,8,西,8,2016,02,09,2008
63517,兵庫県,神戸空港（コウベクウコウ）,,2024,02,21,09,00,9.8,4,東北東,4,06,31,4,,,45.3,8,南南西,8,2018,09,04,22.1,8,西,8,2016,02,14,2009
63518,兵庫県,神戸（コウベ）,47770,2024,02,21,09,00,7.4,4,東北東,4,06,38,4,,,48.5,8,南南東,8,1965,09,10,31.0,8,北北東,8,1968,02,15,1937
63551,兵庫県,郡家（グンゲ）,,2024,02,21,09,00,7.6,4,北,4,01,37,4,,,28.6,8,北東,8,2018,09,04,20.6,8,北西,8,2022,02,16,2009
63571,兵庫県,洲本（スモト）,47776,2024,02,21,09,00,6.8,4,東北東,4,05,05,4,,,57.0,8,南南東,8,1965,09,10,32.8,8,南,8,2004,02,22,1951
63588,兵庫県,南淡（ナンダン）,,2024,02,21,09,00,7.0,4,北,4,02,15,4,,,31.4,8,東,8,2018,09,04,23.7,8,西北西,8,2014,02,16,2008
64036,奈良県,奈良（ナラ）,47780,2024,02,21,09,00,6.4,4,北,4,02,26,4,,,47.2,8,南,8,1979,09,30,26.7,8,東北東,8,1956,02,27,1953
64041,奈良県,針（ハリ）,,2024,02,21,09,00,3.7,4,東北東,4,05,56,4,,,23.4,8,北,8,2019,10,12,19.2,8,北西,8,2021,02,17,2009
64101,奈良県,大宇陀（オオウダ）,,2024,02,21,09,00,4.1,4,北北西,4,02,32,4,,,24.9,8,南,8,2018,09,04,20.0,8,西南西,8,2017,02,20,2008
64127,奈良県,五條（ゴジョウ）,,2024,02,21,09,00,5.3,4,北東,4,03,27,4,,,27.2,4,南南西,4,2018,09,04,18.2,8,西北西,8,2016,02,14,2009
64206,奈良県,上北山（カミキタヤマ）,,2024,02,21,09,00,2.1,4,北東,4,07,04,4,,,28.3,8,北西,8,2018,09,04,19.3,8,南南西,8,2013,02,11,2008
64227,奈良県,風屋（カゼヤ）,,2024,02,21,09,00,2.2,4,南西,4,00,15,4,,,41.6,8,南南西,8,2018,09,04,16.6,8,南西,8,2021,02,15,2008
65026,和歌山県,かつらぎ（カツラギ）,,2024,02,21,09,00,6.2,4,東,4,04,09,4,,,35.7,8,北,8,2017,10,23,18.2,8,西南西,8,2017,02,20,2008
65036,和歌山県,友ケ島（トモガシマ）,,2024,02,21,09,00,10.6,4,北東,4,00,14,4,,,52.3,8,南,8,2018,08,23,31.6,8,北西,8,2016,02,29,2009
65042,和歌山県,和歌山（ワカヤマ）,47777,2024,02,21,09,00,7.3,4,東北東,4,00,07,4,,,57.4,8,南南西,8,2018,09,04,31.8,8,南南西,8,2004,02,22,1940
65061,和歌山県,高野山（コウヤサン）,,2024,02,21,09,00,6.6,4,南南東,4,08,10,4,,,29.0,8,南東,8,2018,09,04,16.2,8,東南東,8,2018,02,28,2009
65121,和歌山県,清水（シミズ）,,2024,02,21,09,00,3.6,4,南,4,00,44,4,,,29.9,8,西,8,2017,04,17,18.4,8,西,8,2009,02,14,2008
65162,和歌山県,龍神（リュウジン）,,2024,02,21,09,00,3.7,4,北西,4,03,44,4,,,32.3,8,東北東,8,2018,08,23,24.9,8,東北東,8,2012,02,07,2009
65201,和歌山県,川辺（カワベ）,,2024,02,21,09,00,4.2,4,北西,4,07,13,4,,,42.2,8,南東,8,2018,09,04,22.7,8,南南東,8,2017,02,23,2008
65256,和歌山県,栗栖川（クリスガワ）,,2024,02,21,09,00,2.2,4,東,4,03,31,4,,,36.2,8,南南西,8,2018,09,04,20.2,8,南西,8,2012,02,07,2009
65276,和歌山県,新宮（シングウ）,,2024,02,21,09,00,3.5,4,北北東,4,06,02,4,,,37.8,8,南,8,2018,09,04,23.0,8,北西,8,2017,02,20,2008
65288,和歌山県,南紀白浜（ナンキシラハマ）,,2024,02,21,09,00,6.2,4,西北西,4,08,10,4,,,45.8,8,南南東,8,2018,09,04,24.2,8,北西,8,2021,02,17,2009
65306,和歌山県,西川（ニシカワ）,,2024,02,21,09,00,2.0,4,北東,4,02,11,4,,,30.0,8,南西,8,2018,08,23,23.5,8,南南東,8,2012,02,07,2008
65356,和歌山県,潮岬（シオノミサキ）,47778,2024,02,21,09,00,5.4,4,北北東,4,05,20,4,,,59.5,8,南南東,8,1990,09,19,36.2,8,北東,8,1956,02,27,1941
66046,岡山県,上長田（カミナガタ）,,2024,02,21,09,00,7.8,4,北北西,4,04,05,4,,,26.4,8,南東,8,2010,04,27,22.5,8,南南西,8,2009,02,13,2009
66091,岡山県,千屋（チヤ）,,2024,02,21,09,00,3.2,4,北北西,4,02,15,4,,,24.6,8,南,8,2015,08,25,17.2,8,北,8,2014,02,15,2009
66127,岡山県,奈義（ナギ）,,2024,02,21,09,00,3.3,4,西南西,4,01,42,4,,,46.7,8,北北東,8,2017,10,22,23.1,8,北,8,2014,02,15,2008
66136,岡山県,今岡（イマオカ）,,2024,02,21,09,00,6.7,4,北,4,01,29,4,,,26.7,8,北,8,2015,12,11,17.9,8,西北西,8,2014,02,15,2009
66171,岡山県,久世（クセ）,,2024,02,21,09,00,2.9,4,北西,4,01,55,4,,,24.8,8,北,8,2013,10,16,19.6,8,北西,8,2017,02,09,2008
66186,岡山県,津山（ツヤマ）,47756,2024,02,21,09,00,3.7,4,北,4,02,41,4,,,50.4,8,北,8,2004,10,20,31.3,8,西,8,1978,02,28,1951
66221,岡山県,新見（ニイミ）,,2024,02,21,09,00,5.6,4,北東,4,04,28,4,,,23.9,8,西北西,8,2010,12,03,17.9,8,西北西,8,2011,02,09,2008
66296,岡山県,福渡（フクワタリ）,,2024,02,21,09,00,3.0,4,北北東,4,07,22,4,,,20.9,8,南東,8,2019,06,21,14.3,8,北北西,8,2015,02,18,2008
66306,岡山県,和気（ワケ）,,2024,02,21,09,00,2.9,4,東南東,4,03,58,4,,,24.8,8,西南西,8,2012,04,03,17.1,8,南西,8,2012,02,17,2009
66336,岡山県,高梁（タカハシ）,,2024,02,21,09,00,4.3,4,北,4,04,43,4,,,23.0,8,北,8,2018,09,30,15.4,8,南南東,8,2020,02,17,2008
66346,岡山県,日応寺（ニチオウジ）,,2024,02,21,09,00,5.7,4,北北東,4,06,14,4,,,28.3,8,東,8,2022,09,18,18.5,8,西,8,2021,02,17,2009
66408,岡山県,岡山（オカヤマ）,47768,2024,02,21,09,00,5.1,4,北東,4,06,20,4,,,41.4,8,北東,8,2004,10,20,27.7,8,西北西,8,2000,02,08,1940
66421,岡山県,虫明（ムシアゲ）,,2024,02,21,09,00,2.8,4,東,4,08,39,4,,,21.7,8,東北東,8,2015,07,17,16.5,8,西,8,2021,02,17,2009
66446,岡山県,倉敷（クラシキ）,,2024,02,21,09,00,4.2,4,北北東,4,08,48,4,,,23.9,8,南西,8,2012,04,03,17.0,8,西北西,8,2021,02,08,2008
66481,岡山県,笠岡（カサオカ）,,2024,02,21,09,00,4.9,4,東北東,4,01,55,4,,,26.4,8,南西,8,2012,04,03,19.3,8,西南西,8,2020,02,17,2009
66501,岡山県,玉野（タマノ）,,2024,02,21,09,00,6.2,4,北東,4,08,44,4,,,30.3,8,東南東,8,2022,09,18,17.0,8,西北西,8,2015,02,13,2009
67016,広島県,高野（タカノ）,,2024,02,21,09,00,6.4,4,北東,4,00,52,4,,,25.7,8,南東,8,2022,09,06,20.0,8,東南東,8,2018,02,28,2009
67106,広島県,三次（ミヨシ）,,2024,02,21,09,00,3.1,4,南南東,4,03,18,4,,,23.9,8,西北西,8,2012,03,25,20.3,8,西北西,8,2009,02,20,2008
67116,広島県,庄原（ショウバラ）,,2024,02,21,09,00,6.2,4,東,4,01,44,4,,,22.9,8,南南西,8,2012,04,03,16.2,8,西北西,8,2020,02,17,2009
67151,広島県,大朝（オオアサ）,,2024,02,21,09,00,3.2,4,東南東,4,07,50,4,,,26.9,8,西北西,8,2021,08,09,20.9,8,北北西,8,2016,02,09,2009
67191,広島県,油木（ユキ）,,2024,02,21,09,00,5.4,4,北北東,4,05,45,4,,,24.9,8,南西,8,2012,04,03,17.4,8,南西,8,2017,02,20,2008
67212,広島県,加計（カケ）,,2024,02,21,09,00,3.0,4,南東,4,06,25,4,,,23.3,8,西南西,8,2012,04,03,15.3,8,北西,8,2014,02,15,2009
67292,広島県,三入（ミイリ）,,2024,02,21,09,00,6.0,4,北東,4,01,38,4,,,23.1,8,南南西,8,2015,08,25,13.7,8,南南西,8,2016,02,09,2008
67316,広島県,世羅（セラ）,,2024,02,21,09,00,7.0,4,東,4,05,40,4,,,24.7,8,西南西,8,2012,04,03,15.9,8,北西,8,2009,02,20,2008
67326,広島県,府中（フチュウ）,,2024,02,21,09,00,3.1,4,南,4,04,51,4,,,20.9,8,北,8,2015,07,16,17.1,8,北西,8,2022,02,20,2008
67376,広島県,東広島（ヒガシヒロシマ）,,2024,02,21,09,00,4.8,4,東南東,4,04,53,4,,,27.7,8,南西,8,2012,04,03,18.5,8,北西,8,2011,02,12,2008
67386,広島県,本郷（ホンゴウ）,,2024,02,21,09,00,7.7,4,東,4,07,10,4,,,27.8,8,東北東,8,2022,09,18,19.0,8,北北西,8,2011,02,12,2009
67401,広島県,福山（フクヤマ）,47767,2024,02,21,09,00,6.2,4,北北東,4,02,31,4,,,35.1,8,南南西,8,1991,09,27,26.4,8,南西,8,2004,02,14,1942
67421,広島県,廿日市津田（ハツカイチツタ）,,2024,02,21,09,00,4.0,4,東南東,4,01,36,4,,,27.1,8,北西,8,2013,07,03,21.0,8,西北西,8,2016,02,09,2008
67437,広島県,広島（ヒロシマ）,47765,2024,02,21,09,00,3.2,4,南東,4,04,33,4,,,60.2,8,南,8,2004,09,07,28.4,8,南南東,8,2004,02,22,1937
67461,広島県,竹原（タケハラ）,,2024,02,21,09,00,6.3,4,東南東,4,02,58,4,,,29.0,8,西南西,8,2012,04,03,22.5,8,南西,8,2011,02,12,2008
67471,広島県,生口島（イクチジマ）,,2024,02,21,09,00,5.8,4,東北東,4,01,34,4,,,26.4,8,西南西,8,2012,04,03,19.9,8,南南西,8,2021,02,17,2009
67496,広島県,大竹（オオタケ）,,2024,02,21,09,00,5.4,4,北北東,4,08,10,4,,,26.7,8,北,8,2018,09,30,21.8,8,北,8,2020,02,17,2008
67511,広島県,呉（クレ）,47766,2024,02,21,09,00,5.6,4,東北東,4,00,59,4,,,46.8,8,北東,8,1970,08,21,27.1,8,西南西,8,1968,02,22,1937
67576,広島県,呉市蒲刈（クレシカマガリ）,,2024,02,21,09,00,8.5,4,東,4,06,44,4,,,26.8,8,西南西,8,2012,04,03,23.2,8,西南西,8,2011,02,12,2009
68022,島根県,西郷（サイゴウ）,47740,2024,02,21,09,00,13.8,4,北東,4,00,15,4,,,55.8,8,南西,8,2004,09,07,34.2,8,西北西,8,1973,02,24,1939
68046,島根県,西郷岬（サイゴウミサキ）,,2024,02,21,09,00,15.4,4,北北東,4,02,53,4,,,37.6,8,南南西,8,2013,10,09,27.8,8,西北西,8,2022,02,27,2009
68056,島根県,海士（アマ）,,2024,02,21,09,00,11.1,4,東北東,4,08,46,4,,,29.4,8,西南西,8,2012,12,06,24.5,8,西,8,2012,02,01,2009
68091,島根県,鹿島（カシマ）,,2024,02,21,09,00,12.0,4,東,4,04,47,4,,,32.0,8,南西,8,2012,04,03,22.5,8,西,8,2018,02,12,2008
68121,島根県,斐川（ヒカワ）,,2024,02,21,09,00,13.9,4,東北東,4,05,50,4,,,36.5,8,北西,8,2021,08,09,28.3,8,西,8,2022,02,27,2009
68132,島根県,松江（マツエ）,47741,2024,02,21,09,00,14.6,4,東北東,4,03,00,4,,,56.5,8,西北西,8,1991,09,27,31.8,8,西,8,1998,02,08,1940
68156,島根県,出雲（イズモ）,,2024,02,21,09,00,13.0,4,東北東,4,00,07,4,,,32.3,8,西南西,8,2012,04,03,23.6,8,南,8,2017,02,22,2009
68246,島根県,大田（オオダ）,,2024,02,21,09,00,9.2,4,北北東,4,00,17,4,,,30.9,8,北北西,8,2021,08,09,21.0,8,北西,8,2017,02,09,2009
68261,島根県,掛合（カケヤ）,,2024,02,21,09,00,4.0,4,北北西,4,01,47,4,,,29.6,8,北,8,2021,08,09,21.1,8,南南東,8,2010,02,25,2008
68276,島根県,横田（ヨコタ）,,2024,02,21,09,00,7.6,4,東北東,4,00,31,4,,,27.6,8,南南東,8,2016,05,03,20.4,8,南,8,2013,02,01,2008
68306,島根県,赤名（アカナ）,,2024,02,21,09,00,4.1,4,北北東,4,06,09,4,,,19.8,8,北,8,2017,10,22,15.9,8,北北東,8,2017,02,20,2008
68351,島根県,川本（カワモト）,,2024,02,21,09,00,4.7,4,北北東,4,03,00,4,,,25.7,8,南南東,8,2013,10,09,23.4,8,南,8,2024,02,19,2009
68376,島根県,浜田（ハマダ）,47755,2024,02,21,09,00,7.9,4,東北東,4,00,48,4,,,48.9,8,西南西,8,1991,09,27,37.6,8,西南西,8,1983,02,18,1937
68401,島根県,瑞穂（ミズホ）,,2024,02,21,09,00,4.5,4,東北東,4,01,58,4,,,24.2,8,西南西,8,2016,05,04,20.1,8,西,8,2016,02,09,2009
68431,島根県,弥栄（ヤサカ）,,2024,02,21,09,00,4.7,4,北,4,05,35,4,,,34.1,8,南東,8,2022,03,26,23.1,8,南東,8,2018,02,28,2008
68456,島根県,高津（タカツ）,,2024,02,21,09,00,7.2,4,東北東,4,05,41,4,,,33.4,8,南,8,2009,03,13,28.3,8,西,8,2011,02,12,2009
68462,島根県,益田（マスダ）,,2024,02,21,09,00,2.7,4,北,4,05,30,4,,,32.9,8,南南東,8,2022,03,26,19.6,8,西,8,2011,02,12,2009
68516,島根県,津和野（ツワノ）,,2024,02,21,09,00,3.1,4,西南西,4,05,45,4,,,27.4,8,南,8,2016,04,16,21.8,8,南,8,2014,02,27,2008
68541,島根県,吉賀（ヨシカ）,,2024,02,21,09,00,6.0,4,北北西,4,06,14,4,,,29.3,8,東北東,8,2022,09,19,23.7,8,東北東,8,2016,02,09,2009
69006,鳥取県,境（サカイ）,47742,2024,02,21,09,00,13.1,4,東北東,4,04,33,4,,,42.0,8,西,8,1991,09,27,26.6,8,西,8,1965,02,02,1951
69021,鳥取県,塩津（シオツ）,,2024,02,21,09,00,12.5,4,北東,4,03,44,4,,,32.7,8,南南東,8,2012,04,22,24.9,8,南南西,8,2021,02,01,2009
69041,鳥取県,青谷（アオヤ）,,2024,02,21,09,00,12.1,4,北東,4,00,11,4,,,29.2,8,南,8,2022,03,26,23.5,8,南南東,8,2013,02,01,2009
69052,鳥取県,湖山（コヤマ）,,2024,02,21,09,00,13.9,4,北東,4,01,53,4,,,38.1,8,南南東,8,2012,04,22,26.2,8,西北西,8,2016,02,09,2009
69061,鳥取県,岩井（イワイ）,,2024,02,21,09,00,5.8,4,東南東,4,04,15,4,,,29.2,8,西南西,8,2021,08,09,23.1,8,西,8,2021,02,15,2008
69076,鳥取県,米子（ヨナゴ）,47744,2024,02,21,09,00,14.4,4,北東,4,01,01,4,,,45.2,8,西,8,1991,09,27,26.9,8,南,8,2007,02,14,1939
69101,鳥取県,倉吉（クラヨシ）,,2024,02,21,09,00,10.4,4,北東,4,03,53,4,,,32.9,8,西,8,2021,08,09,21.6,8,西北西,8,2012,02,01,2008
69122,鳥取県,鳥取（トットリ）,47746,2024,02,21,09,00,6.2,4,東,4,05,05,4,,,48.6,8,南,8,1991,09,27,29.5,8,南,8,1990,02,19,1943
69246,鳥取県,智頭（チズ）,,2024,02,21,09,00,5.2,4,西北西,4,02,10,4,,,25.0,8,東,8,2022,09,06,21.6,8,東南東,8,2018,02,28,2009
69271,鳥取県,茶屋（チャヤ）,,2024,02,21,09,00,4.4,4,北北西,4,03,31,4,,,23.2,8,南西,8,2020,09,07,17.6,8,南南西,8,2019,02,03,2009
71066,徳島県,池田（イケダ）,,2024,02,21,09,00,7.2,4,東北東,4,07,20,4,,,27.1,8,西南西,8,2013,03,18,23.6,8,西,8,2016,02,14,2008
71087,徳島県,穴吹（アナブキ）,,2024,02,21,09,00,2.8,4,北東,4,02,37,4,,,31.0,8,北東,8,2015,07,16,20.0,8,西,8,2016,02,14,2009
71106,徳島県,徳島（トクシマ）,47895,2024,02,21,09,00,5.2,4,北西,4,02,17,4,,,67.0,4,南南東,4,1965,09,10,26.5,8,西北西,8,1978,02,28,1940
71191,徳島県,京上（キョウジョウ）,,2024,02,21,09,00,4.1,4,北西,4,08,41,4,,,16.5,8,西,8,2022,03,26,14.5,8,東南東,8,2022,02,17,2008
71231,徳島県,蒲生田（カモダ）,,2024,02,21,09,00,8.8,4,西,4,02,33,4,,,48.8,8,東,8,2018,09,04,25.6,8,東,8,2018,02,28,2008
71251,徳島県,木頭（キトウ）,,2024,02,21,09,00,2.3,4,南西,4,06,09,4,,,34.9,8,東北東,8,2017,10,22,20.4,8,東,8,2009,02,01,2008
71266,徳島県,日和佐（ヒワサ）,,2024,02,21,09,00,9.2,4,北北西,4,04,35,4,,,50.3,8,東,8,2018,09,04,25.8,8,東南東,8,2018,02,28,2009
71291,徳島県,海陽（カイヨウ）,,2024,02,21,09,00,2.7,4,東北東,4,02,14,4,,,39.2,8,南南東,8,2014,08,10,22.5,8,南南東,8,2014,02,27,2009
72061,香川県,内海（ウチノミ）,,2024,02,21,09,00,4.0,4,北東,4,07,51,4,,,25.6,8,北北東,8,2014,10,06,20.1,8,西南西,8,2020,02,16,2008
72086,香川県,高松（タカマツ）,47891,2024,02,21,09,00,6.3,4,東北東,4,08,39,4,,,39.5,8,北東,8,1965,09,10,29.0,8,西,8,1983,02,18,1941
72111,香川県,多度津（タドツ）,47890,2024,02,21,09,00,6.5,4,南東,4,01,10,4,,,36.0,8,北北東,8,1965,09,10,28.3,8,西,8,1983,02,18,1937
72121,香川県,滝宮（タキノミヤ）,,2024,02,21,09,00,8.1,4,東北東,4,06,51,4,,,25.5,8,北東,8,2015,07,17,19.9,8,西,8,2016,02,09,2008
72126,香川県,香南（コウナン）,,2024,02,21,09,00,8.7,4,北東,4,06,31,4,,,31.4,8,西,8,2012,04,03,22.1,8,西南西,8,2021,02,17,2009
72146,香川県,引田（ヒケタ）,,2024,02,21,09,00,5.1,4,東北東,4,06,47,4,,,32.8,8,東南東,8,2019,08,15,23.6,8,南東,8,2018,02,28,2009
