観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),21日の最大値(m/s),21日の最大値の品質情報,21日の最大値観測時の風向,21日の最大値観測時の風向の品質情報,21日の最大値起時（時）,21日の最大値起時（分）,21日の最大値起時の品質情報,極値更新,10年未満での極値更新,20日までの観測史上1位の値(m/s),20日までの観測史上1位の値の品質情報,20日までの観測史上1位の値観測時の風向,20日までの観測史上1位の値観測時の風向の品質情報,20日までの観測史上1位の値観測時の年,20日までの観測史上1位の値観測時の月,20日までの観測史上1位の値観測時の日,20日までの2月の1位の値（m/s）,20日までの2月の1位の値の品質情報,20日までの2月の1位の値観測時の風向,20日までの2月の1位の値観測時の風向の品質情報,20日までの2月の1位の値観測時の年,20日までの2月の1位の値観測時の月,20日までの2月の1位の値観測時の日,統計開始年
34436,宮城県,名取（ナトリ）,,2024,02,21,09,00,8.2,4,北,4,04,38,4,,,33.4,8,西,8,2013,04,08,28.3,8,西,8,2021,02,16,2009
34461,宮城県,白石（シロイシ）,,2024,02,21,09,00,3.5,4,北,4,00,39,4,,,34.2,8,西,8,2013,04,07,28.9,8,西南西,8,2011,02,07,2008
34462,宮城県,蔵王（ザオウ）,,2024,02,21,09,00,3.7,4,北北西,4,00,19,4,,,24.8,8,南西,8,2021,03,10,18.5,8,南西,8,2017,02,06,2008
34471,宮城県,亘理（ワタリ）,,2024,02,21,09,00,5.9,4,北北東,4,04,24,4,,,34.1,8,南南東,8,2018,10,01,26.9,8,西,8,2011,02,07,2008
34506,宮城県,丸森（マルモリ）,,2024,02,21,09,00,4.3,4,北,4,08,31,4,,,33.8,8,西南西,8,2012,04,04,26.7,8,西南西,8,2024,02,01,2009
35002,山形県,飛島（トビシマ）,,2024,02,21,09,00,9.3,4,北北東,4,02,16,4,,,51.1,8,西南西,8,2012,04,04,45.3,8,西南西,8,2015,02,13,2008
35052,山形県,酒田（サカタ）,47587,2024,02,21,09,00,10.0,4,北,4,02,53,4,,,49.0,8,西南西,8,1961,09,16,36.9,8,西,8,1961,02,14,1942
35071,山形県,差首鍋（サスナベ）,,2024,02,21,09,00,2.5,4,西北西,4,03,05,4,,,28.4,8,南南西,8,2009,12,31,22.0,8,南南西,8,2021,02,16,2008
35086,山形県,浜中（ハマナカ）,,2024,02,21,09,00,7.2,4,北,4,00,51,4,,,39.1,8,西南西,8,2016,02,09,39.1,8,西南西,8,2016,02,09,2009
35116,山形県,金山（カネヤマ）,,2024,02,21,09,00,5.6,4,北東,4,00,36,4,,,30.8,8,西南西,8,2012,04,04,22.6,8,西南西,8,2021,02,16,2008
35141,山形県,鶴岡（ツルオカ）,,2024,02,21,09,00,4.8,4,南,4,04,22,4,,,26.5,8,南西,8,2012,04,04,22.9,8,西,8,2021,02,16,2008
35146,山形県,狩川（カリカワ）,,2024,02,21,09,00,6.3,4,北西,4,02,24,4,,,33.8,8,東南東,8,2017,04,18,33.0,8,西南西,8,2018,02,14,2008
35162,山形県,新庄（シンジョウ）,47520,2024,02,21,09,00,6.4,4,北,4,03,17,4,,,34.9,8,東南東,8,1990,11,30,34.2,8,西,8,2007,02,15,1957
35176,山形県,向町（ムカイマチ）,,2024,02,21,09,00,5.5,4,西,4,01,33,4,,,31.3,8,西,8,2012,04,04,26.2,8,西,8,2021,02,16,2008
35216,山形県,肘折（ヒジオリ）,,2024,02,21,09,00,5.3,4,北西,4,00,26,4,,,24.1,8,西,8,2012,04,04,23.2,8,西,8,2022,02,21,2009
35231,山形県,尾花沢（オバナザワ）,,2024,02,21,09,00,7.9,4,北西,4,02,41,4,,,31.3,8,北西,8,2021,12,13,25.0,8,西,8,2009,02,21,2008
35246,山形県,鼠ケ関（ネズガセキ）,,2024,02,21,09,00,6.5,4,北北東,4,02,06,4,,,33.9,8,西南西,8,2021,01,07,27.3,8,西南西,8,2021,02,16,2008
35332,山形県,村山（ムラヤマ）,,2024,02,21,09,00,5.0,4,北,4,07,02,4,,,23.8,8,南西,8,2012,04,04,17.8,8,西南西,8,2021,02,16,2008
35334,山形県,東根（ヒガシネ）,,2024,02,21,09,00,10.3,4,北北東,4,03,23,4,,,24.2,8,西南西,8,2018,03,02,19.0,8,西,8,2021,02,16,2009
35361,山形県,大井沢（オオイサワ）,,2024,02,21,09,00,3.7,4,北,4,00,59,4,,,28.5,8,南,8,2012,04,03,23.9,8,北北東,8,2021,02,16,2009
35376,山形県,左沢（アテラザワ）,,2024,02,21,09,00,4.0,4,東南東,4,04,13,4,,,29.1,8,北西,8,2021,02,16,29.1,8,北西,8,2021,02,16,2008
35426,山形県,山形（ヤマガタ）,47588,2024,02,21,09,00,5.4,4,北北東,4,03,34,4,,,32.6,8,南東,8,1959,09,27,22.4,8,西南西,8,2005,02,23,1941
35456,山形県,長井（ナガイ）,,2024,02,21,09,00,5.1,4,北,4,08,28,4,,,31.3,8,北西,8,2010,12,04,26.0,8,西,8,2021,02,16,2008
35486,山形県,小国（オグニ）,,2024,02,21,09,00,2.7,4,南南西,4,00,16,4,,,42.3,8,南西,8,2012,04,04,36.2,8,南西,8,2021,02,16,2008
35511,山形県,高畠（タカハタ）,,2024,02,21,09,00,3.0,4,東,4,04,33,4,,,23.2,8,西,8,2018,03,02,21.0,8,///,8,2021,02,16,2009
35541,山形県,高峰（タカミネ）,,2024,02,21,09,00,3.4,4,西南西,4,03,20,4,,,19.2,8,南西,8,2015,03,10,18.8,4,南西,4,2018,02,14,2009
35552,山形県,米沢（ヨネザワ）,,2024,02,21,09,00,3.0,4,北北西,4,00,30,4,,,23.7,8,北西,8,2009,02,21,23.7,8,北西,8,2009,02,21,2008
36056,福島県,茂庭（モニワ）,,2024,02,21,09,00,7.2,4,東,4,00,43,4,,,30.4,8,北西,8,2008,04,01,25.4,8,北,8,2014,02,17,2008
36066,福島県,梁川（ヤナガワ）,,2024,02,21,09,00,5.7,4,北北東,4,08,51,4,,,30.2,8,西北西,8,2020,03,06,25.3,8,西北西,8,2009,02,08,2009
36106,福島県,桧原（ヒバラ）,,2024,02,21,09,00,2.9,4,北西,4,05,02,4,,,27.5,8,西,8,2018,03,01,25.9,8,西,8,2021,02,16,2009
36127,福島県,福島（フクシマ）,47595,2024,02,21,09,00,5.0,4,南西,4,00,18,4,,,32.2,8,西,8,1979,03,31,28.6,8,西,8,1964,02,12,1947
36151,福島県,相馬（ソウマ）,,2024,02,21,09,00,5.3,4,北北西,4,08,53,4,,,29.4,8,西,8,2012,04,04,26.6,8,西,8,2011,02,07,2008
36176,福島県,喜多方（キタカタ）,,2024,02,21,09,00,3.0,4,南南西,4,04,20,4,,,30.1,8,南西,8,2010,07,17,23.5,8,西北西,8,2022,02,21,2008
36196,福島県,鷲倉（ワシクラ）,,2024,02,21,09,00,7.4,4,東南東,4,00,29,4,,,38.0,8,西南西,8,2012,04,04,28.0,8,西,8,2021,02,16,2008
36221,福島県,飯舘（イイタテ）,,2024,02,21,09,00,5.1,4,東南東,4,00,37,4,,,34.5,8,北西,8,2021,04,19,25.7,8,北北西,8,2024,02,16,2009
36251,福島県,西会津（ニシアイヅ）,,2024,02,21,09,00,3.0,4,北,4,01,02,4,,,23.4,8,西北西,8,2012,04,04,20.4,8,西南西,8,2021,02,16,2008
36276,福島県,猪苗代（イナワシロ）,,2024,02,21,09,00,4.7,4,西南西,4,03,45,4,,,34.5,8,北東,8,2009,10,08,33.9,8,東北東,8,2014,02,15,2008
36291,福島県,二本松（ニホンマツ）,,2024,02,21,09,00,5.1,4,北,4,06,21,4,,,34.5,8,南,8,2013,04,07,28.5,8,西,8,2012,02,02,2009
36342,福島県,金山（カネヤマ）,,2024,02,21,09,00,2.9,4,東北東,4,03,00,4,,,24.1,8,南,8,2021,02,16,24.1,8,南,8,2021,02,16,2008
36361,福島県,若松（ワカマツ）,47570,2024,02,21,09,00,3.8,4,北,4,03,30,4,,,31.1,8,南南東,8,1959,09,27,29.4,8,東南東,8,1991,02,16,1953
36391,福島県,船引（フネヒキ）,,2024,02,21,09,00,5.3,4,南東,4,03,03,4,,,23.6,8,西北西,8,2010,01,02,22.1,8,西北西,8,2017,02,02,2008
36411,福島県,浪江（ナミエ）,,2024,02,21,09,00,6.1,4,北北東,4,06,15,4,,,32.4,8,西,8,2017,04,19,26.6,8,西,8,2019,02,04,2008
36426,福島県,只見（タダミ）,,2024,02,21,09,00,1.9,4,北北西,4,00,25,4,,,27.7,8,北西,8,2012,04,04,20.5,8,北西,8,2009,02,20,2008
36476,福島県,郡山（コオリヤマ）,,2024,02,21,09,00,7.4,4,北北西,4,02,46,4,,,30.0,8,西,8,2012,04,04,28.4,8,西北西,8,2011,02,07,2008
36501,福島県,川内（カワウチ）,,2024,02,21,09,00,4.1,4,南南東,4,01,34,4,,,28.7,8,西,8,2015,01,18,23.9,8,西,8,2017,02,20,2008
36536,福島県,南郷（ナンゴウ）,,2024,02,21,09,00,2.7,4,北西,4,04,49,4,,,26.5,8,北北西,8,2012,04,04,25.6,8,北西,8,2021,02,16,2008
36562,福島県,湯本（ユモト）,,2024,02,21,09,00,3.0,4,北北東,4,00,37,4,,,22.7,8,西,8,2012,04,03,22.3,8,西北西,8,2014,02,16,2008
36581,福島県,玉川（タマカワ）,,2024,02,21,09,00,7.7,4,北,4,00,05,4,,,32.4,8,南南西,8,2018,10,01,24.2,8,北西,8,2009,02,08,2009
36591,福島県,小野新町（オノニイマチ）,,2024,02,21,09,00,3.2,4,南南東,4,03,36,4,,,20.8,8,北,8,2017,12,29,19.5,8,北,8,2016,02,10,2008
36611,福島県,広野（ヒロノ）,,2024,02,21,09,00,4.6,4,北,4,08,38,4,,,33.7,8,西北西,8,2013,03,10,29.0,8,西北西,8,2019,02,04,2009
36641,福島県,田島（タジマ）,,2024,02,21,09,00,4.2,4,北北東,4,06,02,4,,,24.0,8,西,8,2012,04,04,18.9,8,西,8,2017,02,07,2009
36667,福島県,白河（シラカワ）,47597,2024,02,21,09,00,6.8,4,北北東,4,06,52,4,,,47.0,8,北西,8,1965,01,09,40.1,8,西北西,8,1996,02,06,1940
36676,福島県,石川（イシカワ）,,2024,02,21,09,00,4.2,4,西,4,05,13,4,,,24.8,8,西,8,2014,03,19,20.2,8,西,8,2014,02,16,2009
36716,福島県,桧枝岐（ヒノエマタ）,,2024,02,21,09,00,5.0,4,東北東,4,02,17,4,,,28.4,8,南南西,8,2022,01,12,26.5,8,南南西,8,2020,02,23,2008
36821,福島県,東白川（ヒガシシラカワ）,,2024,02,21,09,00,8.2,4,北,4,07,32,4,,,25.9,8,北,8,2013,10,16,24.6,8,北西,8,2014,02,16,2008
36836,福島県,山田（ヤマダ）,,2024,02,21,09,00,4.7,4,北西,4,05,28,4,,,31.9,8,北北西,8,2013,10,16,24.8,8,北北西,8,2011,02,18,2009
36846,福島県,小名浜（オナハマ）,47598,2024,02,21,09,00,9.2,4,北東,4,00,40,4,,,48.1,8,南東,8,2002,10,01,33.5,8,西北西,8,1994,02,22,1940
40046,茨城県,北茨城（キタイバラキ）,,2024,02,21,09,00,9.5,4,北北東,4,00,16,4,,,32.2,8,西北西,8,2013,10,16,25.8,8,北西,8,2014,02,16,2008
40061,茨城県,大子（ダイゴ）,,2024,02,21,09,00,3.3,4,北,4,06,05,4,,,26.7,8,南東,8,2018,10,01,20.0,8,西北西,8,2015,02,15,2008
40091,茨城県,常陸大宮（ヒタチオオミヤ）,,2024,02,21,09,00,2.8,4,南南東,4,02,20,4,,,29.8,8,南南東,8,2018,10,01,18.8,8,北北西,8,2021,02,23,2008
40136,茨城県,日立（ヒタチ）,,2024,02,21,09,00,10.4,4,北東,4,00,22,4,,,29.2,8,北北西,8,2013,10,16,25.7,8,北北東,8,2014,02,15,2008
40191,茨城県,笠間（カサマ）,,2024,02,21,09,00,3.9,4,東,4,01,26,4,,,35.4,8,南,8,2018,10,01,19.7,8,西北西,8,2013,02,08,2009
40201,茨城県,水戸（ミト）,47629,2024,02,21,09,00,11.4,4,北東,4,00,41,4,,,44.2,8,北北東,8,1939,08,05,28.2,8,北北東,8,2014,02,15,1937
40221,茨城県,古河（コガ）,,2024,02,21,09,00,5.0,4,東,4,00,23,4,,,26.1,8,南,8,2018,10,01,21.7,8,北北東,8,2014,02,15,2008
40231,茨城県,下館（シモダテ）,,2024,02,21,09,00,8.4,4,東,4,01,06,4,,,33.1,8,西北西,8,2022,05,27,22.3,8,北西,8,2021,02,23,2008
40281,茨城県,下妻（シモツマ）,,2024,02,21,09,00,7.2,4,南東,4,02,38,4,,,31.6,8,南南東,8,2011,09,21,21.5,8,西北西,8,2016,02,10,2008
40311,茨城県,鉾田（ホコタ）,,2024,02,21,09,00,10.5,4,北東,4,01,17,4,,,29.7,8,東南東,8,2019,09,09,19.9,8,北東,8,2014,02,08,2008
40336,茨城県,つくば（ツクバ）(館野（タテノ）),47646,2024,02,21,09,00,11.0,4,北東,4,01,47,4,,,37.0,8,南南西,8,1991,09,28,33.0,8,西北西,8,1994,02,21,1950
40341,茨城県,土浦（ツチウラ）,,2024,02,21,09,00,10.2,4,北東,4,00,57,4,,,28.8,8,南西,8,2018,10,01,21.8,8,北西,8,2017,02,21,2008
40406,茨城県,鹿嶋（カシマ）,,2024,02,21,09,00,12.0,4,北北東,4,02,06,4,,,36.6,8,南南東,8,2019,09,09,27.8,8,南南東,8,2021,02,15,2008
40426,茨城県,龍ケ崎（リュウガサキ）,,2024,02,21,09,00,11.0,4,東北東,4,01,47,4,,,36.9,8,東,8,2019,09,09,24.6,8,南西,8,2017,02,17,2008
41011,栃木県,那須高原（ナスコウゲン）,,2024,02,21,09,00,3.1,4,北東,4,04,37,4,,,37.0,8,北西,8,2014,02,16,37.0,8,北西,8,2014,02,16,2008
41076,栃木県,五十里（イカリ）,,2024,02,21,09,00,3.9,4,南東,4,04,46,4,,,33.8,8,南南東,8,2018,10,01,20.0,8,北西,8,2024,02,16,2008
41091,栃木県,黒磯（クロイソ）,,2024,02,21,09,00,6.7,4,北北東,4,08,42,4,,,32.7,8,北西,8,2013,10,16,28.6,8,北,8,2014,02,16,2008
41116,栃木県,土呂部（ドロブ）,,2024,02,21,09,00,4.2,4,東南東,4,04,01,4,,,25.8,8,東南東,8,2012,04,03,16.6,8,西北西,8,2009,02,19,2008
41141,栃木県,大田原（オオタワラ）,,2024,02,21,09,00,7.3,4,北,4,08,16,4,,,31.9,8,西北西,8,2021,08,30,25.5,8,西北西,8,2011,02,18,2008
41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）),47690,2024,02,21,09,00,5.5,4,西,4,04,41,4,,,55.4,8,北東,8,1966,09,25,38.3,8,西,8,1994,02,22,1951
41172,栃木県,日光東町（ニッコウヒガシマチ）,,2024,02,21,09,00,3.7,4,東南東,4,03,28,4,,,23.7,8,北,8,2024,01,16,17.3,8,西,8,2023,02,02,2022
41181,栃木県,塩谷（シオヤ）,,2024,02,21,09,00,6.6,4,北東,4,06,20,4,,,30.0,8,北北西,8,2013,10,16,23.9,8,北西,8,2014,02,16,2008
41247,栃木県,那須烏山（ナスカラスヤマ）,,2024,02,21,09,00,3.2,4,東,4,01,18,4,,,24.6,8,南南東,8,2012,04,03,22.8,8,北北西,8,2014,02,16,2009
41271,栃木県,鹿沼（カヌマ）,,2024,02,21,09,00,5.0,4,北,4,06,10,4,,,26.9,8,南南東,8,2018,10,01,25.3,8,北北東,8,2014,02,15,2008
41277,栃木県,宇都宮（ウツノミヤ）,47615,2024,02,21,09,00,8.3,4,北北東,4,07,47,4,,,42.7,8,南東,8,1966,09,25,29.9,8,北西,8,1999,02,27,1937
41331,栃木県,真岡（モオカ）,,2024,02,21,09,00,5.6,4,東,4,00,04,4,,,25.0,8,東北東,8,2010,07,24,19.3,8,北,8,2014,02,16,2009
41361,栃木県,佐野（サノ）,,2024,02,21,09,00,6.0,4,東北東,4,01,09,4,,,27.1,8,北北東,8,2020,04,13,24.9,8,北東,8,2014,02,15,2009
41376,栃木県,小山（オヤマ）,,2024,02,21,09,00,6.6,4,東,4,00,34,4,,,26.5,8,南,8,2018,10,01,19.5,8,西南西,8,2021,02,16,2008
42046,群馬県,藤原（フジワラ）,,2024,02,21,09,00,1.3,4,北,4,01,25,4,,,19.2,8,北,8,2012,04,04,18.0,8,北,8,2010,02,06,2008
42091,群馬県,みなかみ（ミナカミ）,,2024,02,21,09,00,4.1,4,南,4,07,33,4,,,25.8,8,南,8,2012,12,16,25.2,8,南,8,2017,02,20,2008
42121,群馬県,草津（クサツ）,,2024,02,21,09,00,2.4,4,南南西,4,01,35,4,,,29.2,8,北北西,8,2013,10,16,25.5,8,北北西,8,2014,02,16,2008
42146,群馬県,沼田（ヌマタ）,,2024,02,21,09,00,4.5,4,南東,4,05,05,4,,,25.6,8,北西,8,2013,10,16,24.2,8,北西,8,2015,02,15,2008
42186,群馬県,中之条（ナカノジョウ）,,2024,02,21,09,00,8.7,4,南東,4,05,37,4,,,27.7,8,南東,8,2012,06,19,17.2,8,北西,8,2021,02,16,2008
42221,群馬県,田代（タシロ）,,2024,02,21,09,00,2.9,4,東北東,4,06,12,4,,,32.5,8,南南西,8,2016,04,17,21.4,8,西北西,8,2021,02,16,2008
42251,群馬県,前橋（マエバシ）,47624,2024,02,21,09,00,6.0,4,南東,4,02,23,4,,,40.2,8,東南東,8,1966,09,25,30.2,8,北北西,8,1966,02,23,1940
42266,群馬県,桐生（キリュウ）,,2024,02,21,09,00,5.6,4,南南東,4,05,02,4,,,22.4,8,北北西,8,2021,07,11,22.0,8,西,8,2017,02,07,2008
42286,群馬県,上里見（カミサトミ）,,2024,02,21,09,00,5.6,4,東,4,00,33,4,,,23.2,8,北北西,8,2013,03,21,18.3,8,西北西,8,2022,02,20,2008
42302,群馬県,伊勢崎（イセサキ）,,2024,02,21,09,00,7.7,4,東南東,4,02,12,4,,,26.8,8,東南東,8,2018,10,01,21.2,8,北西,8,2011,02,18,2009
42326,群馬県,西野牧（ニシノマキ）,,2024,02,21,09,00,4.7,4,北北西,4,00,01,4,,,21.8,8,北北西,8,2014,05,09,20.8,8,北北西,8,2017,02,02,2009
42366,群馬県,館林（タテバヤシ）,,2024,02,21,09,00,7.1,4,北東,4,00,42,4,,,28.3,8,南東,8,2009,08,09,25.0,8,北西,8,2009,02,08,2008
42396,群馬県,神流（カンナ）,,2024,02,21,09,00,5.6,4,北東,4,01,00,4,,,21.3,8,南西,8,2010,01,13,20.9,8,南,8,2021,02,16,2008
43051,埼玉県,寄居（ヨリイ）,,2024,02,21,09,00,6.6,4,東南東,4,02,08,4,,,33.1,8,西北西,8,2013,09,16,20.9,8,西北西,8,2014,02,16,2009
43056,埼玉県,熊谷（クマガヤ）,47626,2024,02,21,09,00,8.7,4,南東,4,00,11,4,,,41.0,8,南東,8,1966,09,25,29.9,8,北西,8,1999,02,27,1940
43126,埼玉県,久喜（クキ）,,2024,02,21,09,00,9.1,4,東南東,4,00,27,4,,,29.3,8,南,8,2018,10,01,21.7,8,北北東,8,2014,02,15,2008
43156,埼玉県,秩父（チチブ）,47641,2024,02,21,09,00,9.7,4,東,4,02,25,4,,,35.5,8,南東,8,1966,09,25,26.5,8,北西,8,1997,02,22,1951
43171,埼玉県,鳩山（ハトヤマ）,,2024,02,21,09,00,6.1,4,南南東,4,06,29,4,,,27.7,8,北西,8,2019,10,12,22.0,8,西北西,8,2017,02,02,2009
43241,埼玉県,さいたま（サイタマ）,,2024,02,21,09,00,9.4,4,東,4,00,43,4,,,32.2,8,南,8,2018,10,01,22.2,8,北西,8,2014,02,16,2008
43256,埼玉県,越谷（コシガヤ）,,2024,02,21,09,00,8.4,4,北東,4,01,41,4,,,26.3,8,南南西,8,2018,10,01,20.0,8,西北西,8,2014,02,16,2009
43266,埼玉県,所沢（トコロザワ）,,2024,02,21,09,00,6.5,4,東北東,4,00,49,4,,,32.4,8,南南西,8,2018,10,01,21.1,8,北,8,2014,02,15,2008
44046,東京都,小河内（オゴウチ）,,2024,02,21,09,00,3.8,4,東北東,4,07,41,4,,,26.5,8,西,8,2013,10,16,21.2,8,南,8,2021,02,16,2008
44056,東京都,青梅（オウメ）,,2024,02,21,09,00,4.9,4,東北東,4,02,16,4,,,29.3,8,南,8,2018,10,01,15.4,8,北北東,8,2015,02,27,2008
44071,東京都,練馬（ネリマ）,,2024,02,21,09,00,7.0,4,東,4,01,32,4,,,29.6,8,南西,8,2018,10,01,20.7,8,北北西,8,2015,02,15,2012
44112,東京都,八王子（ハチオウジ）,,2024,02,21,09,00,7.1,4,北東,4,00,46,4,,,45.6,8,南南東,8,2018,10,01,24.6,8,南西,8,2017,02,20,2008
44116,東京都,府中（フチュウ）,,2024,02,21,09,00,7.6,4,東北東,4,01,01,4,,,35.3,8,南,8,2018,10,01,17.5,8,南,8,2016,02,14,2008
44132,東京都,東京（トウキョウ）,47662,2024,02,21,09,00,9.4,4,東北東,4,02,35,4,,,46.7,8,南,8,1938,09,01,30.9,8,南,8,1951,02,22,1937
44136,東京都,江戸川臨海（エドガワリンカイ）,,2024,02,21,09,00,10.8,4,東北東,4,01,33,4,,,43.8,8,南,8,2019,10,12,27.5,8,南南西,8,2017,02,20,2009
44166,東京都,羽田（ハネダ）,,2024,02,21,09,00,11.3,4,北東,4,01,33,4,,,43.7,8,南南東,8,2019,10,12,26.7,8,南西,8,2017,02,20,2009
44172,東京都,大島（オオシマ）,47675,2024,02,21,09,00,10.4,4,北北東,4,08,36,4,,,57.0,8,南,8,2005,08,25,36.6,8,南西,8,1959,02,20,1940
44173,東京都,大島北ノ山（オオシマキタノヤマ）,,2024,02,21,09,00,10.8,4,北北東,4,05,51,4,,,38.6,8,南南東,8,2019,10,12,32.4,8,北東,8,2014,02,08,2009
44207,東京都,新島（ニイジマ）,,2024,02,21,09,00,11.3,4,東北東,4,02,40,4,,,52.0,8,西,8,2019,09,08,34.0,8,北東,8,2024,02,05,2009
44216,東京都,神津島（コウヅシマ）,,2024,02,21,09,00,13.4,4,東北東,4,06,40,4,,,58.1,8,東南東,8,2019,09,08,36.0,8,西南西,8,2017,02,20,2009
44226,東京都,三宅島（ミヤケジマ）,47677,2024,02,21,09,00,12.1,4,北東,4,03,02,4,,,55.4,4,×,4,1995,09,17,44.9,8,北,8,1994,02,21,1942
44228,東京都,三宅坪田（ミヤケツボタ）,,2024,02,21,09,00,9.8,4,北,4,08,43,4,,,48.4,8,南,8,2019,09,08,32.4,8,南南西,8,2009,02,20,2009
44262,東京都,八重見ヶ原（ヤエミガハラ）,,2024,02,21,09,00,10.3,4,南西,4,00,37,4,,,50.9,8,東北東,8,2016,08,22,34.0,8,北東,8,2014,02,11,2009
44263,東京都,八丈島（ハチジョウジマ）,47678,2024,02,21,09,00,6.7,4,南西,4,00,21,4,,,67.8,8,南,8,1975,10,05,43.0,8,西,8,1955,02,20,1937
44301,東京都,父島（チチジマ）,47971,2024,02,21,09,00,9.5,4,南東,4,08,03,4,,,59.7,8,南東,8,1986,09,28,38.1,8,南南西,8,2000,02,27,1968
45061,千葉県,我孫子（アビコ）,,2024,02,21,09,00,7.8,4,東北東,4,01,44,4,,,32.0,8,南南西,8,2019,10,12,20.1,8,南西,8,2017,02,17,2010
45081,千葉県,香取（カトリ）,,2024,02,21,09,00,10.0,4,東北東,4,00,31,4,,,37.0,8,南東,8,2019,09,09,24.2,8,南,8,2021,02,15,2008
45106,千葉県,船橋（フナバシ）,,2024,02,21,09,00,8.6,4,北北東,4,00,20,4,,,26.5,8,南,8,2019,10,12,19.2,8,南,8,2016,02,14,2008
45116,千葉県,佐倉（サクラ）,,2024,02,21,09,00,11.5,4,北東,4,00,18,4,,,33.9,8,東南東,8,2019,09,09,24.4,8,南,8,2021,02,15,2008
45121,千葉県,成田（ナリタ）,,2024,02,21,09,00,12.3,4,北北東,4,00,23,4,,,45.8,8,南南東,8,2019,09,09,26.7,8,西南西,8,2017,02,20,2009
45148,千葉県,銚子（チョウシ）,47648,2024,02,21,09,00,12.8,4,北東,4,00,21,4,,,52.2,8,南,8,2002,10,01,42.8,8,北北東,8,1951,02,15,1937
45181,千葉県,横芝光（ヨコシバヒカリ）,,2024,02,21,09,00,10.4,4,北北東,4,02,54,4,,,37.5,8,南,8,2019,09,09,24.6,8,南西,8,2017,02,20,2008
45212,千葉県,千葉（チバ）,47682,2024,02,21,09,00,11.0,4,北東,4,00,13,4,,,57.5,8,南東,8,2019,09,09,31.6,8,南南西,8,1990,02,11,1966
45261,千葉県,茂原（モバラ）,,2024,02,21,09,00,8.4,4,東北東,4,01,56,4,,,34.3,8,南,8,2019,09,09,23.4,8,南南西,8,2017,02,20,2008
45282,千葉県,木更津（キサラヅ）,,2024,02,21,09,00,12.2,4,東北東,4,01,28,4,,,49.0,8,東南東,8,2019,09,09,26.6,8,南西,8,2017,02,20,2008
45291,千葉県,牛久（ウシク）,,2024,02,21,09,00,8.1,4,東北東,4,01,27,4,,,33.9,8,南南西,8,2019,09,09,24.5,8,西南西,8,2017,02,20,2008
45326,千葉県,坂畑（サカハタ）,,2024,02,21,09,00,9.5,4,東,4,01,06,4,,,33.6,8,南,8,2019,09,09,24.8,8,南西,8,2017,02,20,2008
45361,千葉県,鴨川（カモガワ）,,2024,02,21,09,00,6.3,4,北北西,4,08,24,4,,,35.6,8,南南西,8,2019,09,09,24.0,8,南西,8,2017,02,20,2008
45371,千葉県,勝浦（カツウラ）,47674,2024,02,21,09,00,12.4,4,北北東,4,00,09,4,,,50.5,8,南西,8,2002,10,01,36.1,8,南南西,8,2004,02,23,1941
45401,千葉県,館山（タテヤマ）,47672,2024,02,21,09,00,8.7,4,東北東,4,00,18,4,,,50.0,8,南南西,8,1979,10,19,28.1,8,南西,8,2017,02,20,1968
46091,神奈川県,海老名（エビナ）,,2024,02,21,09,00,6.9,4,北東,4,02,17,4,,,30.9,8,南南東,8,2011,09,21,22.7,8,南南西,8,2017,02,20,2008
46106,神奈川県,横浜（ヨコハマ）,47670,2024,02,21,09,00,9.7,4,北東,4,00,28,4,,,48.7,8,北東,8,1938,09,01,31.9,8,南西,8,1955,02,20,1938
46141,神奈川県,辻堂（ツジドウ）,,2024,02,21,09,00,11.3,4,北東,4,01,04,4,,,39.8,8,南,8,2011,09,21,25.0,8,南南西,8,2016,02,14,2008
46166,神奈川県,小田原（オダワラ）,,2024,02,21,09,00,5.5,4,北東,4,00,29,4,,,31.6,8,南東,8,2011,09,21,27.7,8,南西,8,2009,02,14,2008
46211,神奈川県,三浦（ミウラ）,,2024,02,21,09,00,12.3,4,北東,4,01,06,4,,,41.7,8,東,8,2019,09,09,34.2,8,北北東,8,2014,02,08,2008
48031,長野県,野沢温泉（ノザワオンセン）,,2024,02,21,09,00,2.6,4,西,4,05,35,4,,,23.0,8,南東,8,2018,09,04,22.9,8,西北西,8,2010,02,06,2008
48061,長野県,信濃町（シナノマチ）,,2024,02,21,09,00,6.7,4,北,4,04,14,4,,,30.5,8,西,8,2010,01,13,20.5,8,西,8,2021,02,16,2009
48066,長野県,飯山（イイヤマ）,,2024,02,21,09,00,6.8,4,北,4,02,38,4,,,26.9,8,南西,8,2018,09,04,23.3,8,北西,8,2014,02,16,2008
48141,長野県,白馬（ハクバ）,,2024,02,21,09,00,2.6,4,北,4,04,37,4,,,25.0,8,西南西,8,2010,03,21,23.2,8,西,8,2020,02,22,2008
48156,長野県,長野（ナガノ）,47610,2024,02,21,09,00,5.2,4,東,4,03,44,4,,,31.4,8,北西,8,1948,08,23,23.9,8,西,8,1960,02,21,1937
48191,長野県,大町（オオマチ）,,2024,02,21,09,00,5.2,4,北東,4,03,35,4,,,23.8,8,西,8,2016,10,05,22.8,8,西北西,8,2021,02,20,2008
